"Time Period","Observation Value","Disaggregation classification","Reference Area Code (M49)","Time Detail","Nature of Data","Unit of Measurement","Reporting Type","Source","Reference Area Type","Reference Area Name"
2008,24.0127639241359,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2008,26.9780002036424,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2009,19.3492936930185,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2009,21.8198828116072,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2009,24.6394062945025,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2010,18.098262552826,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2010,20.4992087738903,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2010,23.2769488782242,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2011,16.5937762417485,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2011,18.9021140582059,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2011,21.6377181412697,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2012,15.6976551558561,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2012,17.9928016828562,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2012,20.8077529090603,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2013,14.7661136199211,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2013,17.076829855316,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2013,19.9416283245497,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2014,14.3023304155306,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2014,16.6213715834857,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2014,19.6339848446656,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2015,13.2979264110234,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2015,15.675261328271,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2015,18.7930862390126,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2016,12.6860332037592,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2016,15.1480090030798,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2016,18.3487685091888,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2017,11.9932140028479,"Uncertainty bounds: lower bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2017,14.5743449878045,"Uncertainty bounds: mid-point",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
2017,17.9178367648469,"Uncertainty bounds: upper bound",151,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Eastern Europe (M49)"
1985,11.3509408033271,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1985,12.2002896980905,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1985,13.1515478787522,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1986,10.7717525635111,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1986,11.4556307947805,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1986,12.2054467933811,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1987,10.6651201028686,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1987,11.2532832271178,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1987,11.9039714198122,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1988,10.8008413725918,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1988,11.3457532841142,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1988,11.957188266074,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1989,10.9641766735304,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1989,11.4919354558644,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1989,12.0897660443432,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1990,10.730962944591,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1990,11.2208265680495,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1990,11.7692329491724,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1991,10.6687404217714,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1991,11.1401193373841,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1991,11.663183881505,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1992,10.5216099113851,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1992,10.9826593081124,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1992,11.4740114462407,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1993,10.8277283043759,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1993,11.3132157693622,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1993,11.8171662780585,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1994,11.1211949169093,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1994,11.6338285392982,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1994,12.1499164994272,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1995,10.6932079522418,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1995,11.1857369123753,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1995,11.6889520661843,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1996,10.103429324225,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1996,10.5723858724649,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1996,11.034689077104,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1997,9.71918724699432,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1997,10.1614541490779,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1997,10.6055739527959,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1998,9.59883346430784,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1998,10.0351681251465,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1998,10.4860531086936,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1999,9.63174175370346,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1999,10.0580105533321,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1999,10.5199550311546,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2000,9.59518762667542,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2000,10.0185603632943,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2000,10.4719898903154,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2001,9.58175017053432,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2001,10.0014721759508,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2001,10.4562551698914,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2002,9.58761306141432,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2002,10.0134605594474,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2002,10.459517722919,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2003,9.63593880495121,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2003,10.0856666176575,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2003,10.5369500489943,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2004,9.54700676988434,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2004,9.99678111817134,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2004,10.4616134994468,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2005,9.41933071722711,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2005,9.86503498370228,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2005,10.3466039524486,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2006,9.35285228926976,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2006,9.80310776711162,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2006,10.2984991852133,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2007,9.27019256612693,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2007,9.71658058179357,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2007,10.1977592201193,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2008,9.15356295684413,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2008,9.57644466010428,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2008,10.029375233485,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2009,8.73905202755248,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2009,9.12425770387848,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2009,9.55374776404413,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2010,8.22411175098108,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2010,8.57324642822907,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2010,8.93547447074075,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2011,7.94125149182546,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2011,8.27945315841467,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2011,8.60836630047771,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2012,7.29865927881017,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2012,7.62394430533373,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2012,7.93508616852617,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2013,7.04284934611304,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2013,7.38302618295659,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2013,7.7331145935749,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2014,6.77991019499374,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2014,7.16616376366628,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2014,7.56659255393997,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2015,6.50235026072938,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2015,6.96933922025088,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2015,7.46497333374187,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2016,6.1939375309058,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2016,6.75434185080761,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2016,7.34568845984821,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2017,5.47729834441592,"Uncertainty bounds: lower bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2017,6.08316984466097,"Uncertainty bounds: mid-point",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
2017,6.72992425626464,"Uncertainty bounds: upper bound",154,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Northern Europe (M49)"
1985,10.7774479778675,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1985,12.4927096845763,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1985,14.7418040357484,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1986,10.6604511667285,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1986,12.1867262193306,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1986,14.2100278648809,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1987,10.2538379382692,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1987,11.6357532076102,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1987,13.4085188460292,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1988,10.1949492309971,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1988,11.486136261486,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1988,13.0636160028681,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1989,10.0332712879868,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1989,11.2019756392426,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1989,12.5806783756341,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1990,9.78963709376676,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1990,10.8578839230718,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1990,12.0845366308996,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1991,9.73144339562303,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1991,10.712473135009,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1991,11.8302740533465,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1992,9.59506221143068,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1992,10.4682816676585,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1992,11.4895268358581,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1993,9.5608819673933,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1993,10.3724017920829,"Uncertainty bounds: mid-point",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1993,11.2981622836831,"Uncertainty bounds: upper bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
1994,9.25773454791737,"Uncertainty bounds: lower bound",155,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.4-Regional (M49)","Western Europe (M49)"
