"year_start","year_end","iso_alpha_3_code","env_mat","env_pregrelated","env_total","final_pm","mmr","definition","live_births","include","include_reason","citation_short","refID","mdeathspluslate","ramos? (yes=1)","citation_long","comments","env_total_lifetables","live_births_lifetables","year_mid","type","obs_selogpm"
2018,2019,"TUR",NA,NA,NA,0.0152762605540897,13.6,"maternal",NA,TRUE,NA,"Türkiye Ministry of Health, 2021",62380,NA,0,"Ministry of Health. 2021. “United Nations Minimum Set of Gender Indicators: Maternal Mortality Ratio, 2007-2019.” https://data.tuik.gov.tr/Bulten/DownloadIstatistikselTablo?p=4vCdI1QtRqwCa5OYB4fRxrubGpbgyL42DOMlCCcHJZByxv9ok3OOQSOVhL0qbfym.",NA,12128,1362283,2018.5,"misc",NA
2019,2020,"TUR",NA,NA,NA,0.0141851454744096,13.1,"maternal",NA,TRUE,NA,"Türkiye Ministry of Health, 2021",62380,NA,0,"Ministry of Health. 2021. “United Nations Minimum Set of Gender Indicators: Maternal Mortality Ratio, 2007-2019.” https://data.tuik.gov.tr/Bulten/DownloadIstatistikselTablo?p=4vCdI1QtRqwCa5OYB4fRxrubGpbgyL42DOMlCCcHJZByxv9ok3OOQSOVhL0qbfym.",NA,11899,1288466,2019.5,"misc",NA
2019,2020,"PSE",26,NA,NA,0.0305446536373507,19.1,"maternal",NA,TRUE,NA,"Ministry of Health [Palestine], 2020",62381,NA,0,"Ministry of Health [Palestine Occupied Territory] (2020). Maternal Death Review Report for 2019.",NA,921,147286,2019.5,"misc",NA
2020,2021,"USA",861,NA,NA,0.00896457395207413,23.8,"maternal",NA,FALSE,"Data included as CRVS","Hoyert, 2022",62385,NA,0,"Hoyert, DL. Maternal mortality rates in the United States, 2020. NCHS Health E-Stats. 2022. DOI: https://dx.doi.org/10.15620/cdc:113967external icon. Retrieved from: https://www.cdc.gov/nchs/data/hestat/maternal-mortality/2020/maternal-mortality-rates-2020.htm",NA,96691,3641990,2020.5,"misc",NA
2016,2017,"BHR",5,NA,172,0.0290697674418605,24.1382639760548,"maternal",20714,TRUE,NA,"Country consultation [Bahrain], 2022",62396,NA,0,"country consultation [Bahrain], 2022. CRVS extract provided for 2016-2020 during country consultation.",NA,176,20905,2016.5,"misc",NA
2017,2018,"BHR",3,NA,167,0.0179640718562874,14.5765511879889,"maternal",20581,TRUE,NA,"Country consultation [Bahrain], 2022",62396,NA,0,"country consultation [Bahrain], 2022. CRVS extract provided for 2016-2020 during country consultation.",NA,178,20853,2017.5,"misc",NA
2018,2019,"BHR",4,NA,176,0.0227272727272727,20.2634245187437,"maternal",19740,TRUE,NA,"Country consultation [Bahrain], 2022",62396,NA,0,"country consultation [Bahrain], 2022. CRVS extract provided for 2016-2020 during country consultation.",NA,178,20429,2018.5,"misc",NA
2019,2020,"BHR",3,NA,195,0.0153846153846154,16.1194992208909,"maternal",18611,TRUE,NA,"Country consultation [Bahrain], 2022",62396,NA,0,"country consultation [Bahrain], 2022. CRVS extract provided for 2016-2020 during country consultation.",NA,181,19786,2019.5,"misc",NA
2020,2021,"BHR",2,NA,164,0.0121951219512195,11.0852455381887,"maternal",18042,TRUE,NA,"Country consultation [Bahrain], 2022",62396,NA,0,"country consultation [Bahrain], 2022. CRVS extract provided for 2016-2020 during country consultation.",NA,125,19002,2020.5,"misc",NA
2005,2006,"TTO",6,NA,NA,0.00984454010373478,34.7544022242817,"maternal",17264,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,684,19375,2005.5,"misc",NA
2006,2007,"TTO",12,NA,NA,0.0194450038662261,66.334991708126,"maternal",18090,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,667,19552,2006.5,"misc",NA
2007,2008,"TTO",6,NA,NA,0.00951626193846817,31.764519032241,"maternal",18889,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,655,19623,2007.5,"misc",NA
2008,2009,"TTO",11,NA,NA,0.0169147695111344,55.3097345132743,"maternal",19888,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,641,19603,2008.5,"misc",NA
2009,2010,"TTO",8,NA,NA,0.0139191261298378,44.5707281742715,"maternal",17949,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,628,19612,2009.5,"misc",NA
2010,2011,"TTO",13,NA,NA,0.0209872092586964,67.3644937299202,"maternal",19298,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,627,19534,2010.5,"misc",NA
2011,2012,"TTO",6,NA,NA,0.0102278691404094,32.3223616872273,"maternal",18563,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,614,19429,2011.5,"misc",NA
2012,2013,"TTO",7,NA,589,0.0118845500848896,37.1037845860278,"maternal",18866,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,593,19301,2012.5,"misc",NA
2013,2014,"TTO",8,NA,NA,0.0138239335269138,42.2989478136731,"maternal",18913,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,584,19086,2013.5,"misc",NA
2014,2015,"TTO",5,NA,574,0.00871080139372822,26.2136940337632,"maternal",19074,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,581,18886,2014.5,"misc",NA
2015,2016,"TTO",9,NA,562,0.0160142348754448,49.2853622474125,"maternal",18261,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,587,18624,2015.5,"misc",NA
2016,2017,"TTO",6,NA,584,0.0102739726027397,33.0724286186749,"maternal",18142,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,586,18399,2016.5,"misc",NA
2017,2018,"TTO",5,NA,602,0.00830564784053156,30.5101293629485,"maternal",16388,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,590,18053,2017.5,"misc",NA
2018,2019,"TTO",2,NA,564,0.00354609929078014,12.3380629241209,"maternal",16210,FALSE,"Data included as CRVS","Country consultation [Trinidad and Tobago], 2022",62398,NA,0,"country consultation [Trinidad and Tobago], 2022. data provided for 2005-2018 during country consultation",NA,610,17735,2018.5,"misc",NA
2021,2022,"SYC",0,NA,45,0,0,"maternal",1665,FALSE,"Data included as CRVS","Country consultation [Seychelles], 2022",62399,NA,0,"country consultation [Seychelles], 2022. CRVS data provided for 2019-2021 during country consultation",NA,55,1764,2021.5,"misc",NA
2020,2021,"SYC",0,NA,34,0,0,"maternal",1554,FALSE,"Data included as CRVS","Country consultation [Seychelles], 2022",62399,NA,0,"country consultation [Seychelles], 2022. CRVS data provided for 2019-2021 during country consultation",NA,44,1779,2020.5,"misc",NA
2019,2020,"SYC",1,NA,31,0.032258064516129,62.3052959501558,"maternal",1605,FALSE,"Data included as CRVS","Country consultation [Seychelles], 2022",62399,NA,0,"country consultation [Seychelles], 2022. CRVS data provided for 2019-2021 during country consultation",NA,42,1797,2019.5,"misc",NA
2019,2020,"BLR",1,NA,2407,0.000415454923140839,1.14152644916783,"maternal",87602,FALSE,"Data included as CRVS","Country consultation [Belarus], 2022",62342,NA,0,"country consultation [Belarus], 2022. CRVS data provided for 2019 during country consultation",NA,2434,87652,2019.5,"misc",NA
2017,2018,"BLZ",10,NA,NA,0.0853963988175222,134.37248051599,"maternal",7442,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,125,7944,2017.5,"misc",NA
2018,2019,"BLZ",9,NA,NA,0.0741586162716208,115.31069827034,"maternal",7805,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,125,8039,2018.5,"misc",NA
2019,2020,"BLZ",10,NA,NA,0.0841209808551473,137.570504883753,"maternal",7269,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,122,7460,2019.5,"misc",NA
2020,2021,"BLZ",4,NA,NA,0.0283003235224493,57.20823798627,"maternal",6992,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,145,7173,2020.5,"misc",NA
2000,2001,"BLZ",5,NA,NA,0.0478271045240825,68.3713934089977,"maternal",7313,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,104,7275,2000.5,"misc",NA
2001,2002,"BLZ",4,NA,NA,0.0374990374990375,55.4400554400554,"maternal",7215,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,108,7305,2001.5,"misc",NA
2002,2003,"BLZ",7,NA,NA,0.0660896011229384,92.678405931418,"maternal",7553,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,103,7345,2002.5,"misc",NA
2003,2004,"BLZ",3,NA,NA,0.0283711165469289,40.4476203316705,"maternal",7417,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,105,7365,2003.5,"misc",NA
2004,2005,"BLZ",5,NA,NA,0.0450647692027002,63.8569604086846,"maternal",7830,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,105,7410,2004.5,"misc",NA
2005,2006,"BLZ",10,NA,NA,0.092816096235702,134.10218586563,"maternal",7457,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,108,7475,2005.5,"misc",NA
2006,2007,"BLZ",5,NA,NA,0.0469123536503136,69.5991091314031,"maternal",7184,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,109,7347,2006.5,"misc",NA
2007,2008,"BLZ",6,NA,NA,0.0546370549276374,85.2878464818763,"maternal",7035,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,113,7239,2007.5,"misc",NA
2008,2009,"BLZ",3,NA,NA,0.0266112061433195,42.4568355505236,"maternal",7066,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,115,7208,2008.5,"misc",NA
2009,2010,"BLZ",4,NA,NA,0.0324912056283978,53.9083557951483,"maternal",7420,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,118,7112,2009.5,"misc",NA
2010,2011,"BLZ",7,NA,NA,0.057253274753885,96.8188105117566,"maternal",7230,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,119,7037,2010.5,"misc",NA
2011,2012,"BLZ",0,NA,NA,0,0,"maternal",7217,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,121,7204,2011.5,"misc",NA
2012,2013,"BLZ",5,NA,NA,0.0415944971803024,70.0967334922193,"maternal",7133,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,124,7358,2012.5,"misc",NA
2013,2014,"BLZ",1,NA,NA,0.00838384782453892,13.7969094922737,"maternal",7248,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,124,7535,2013.5,"misc",NA
2014,2015,"BLZ",4,NA,NA,0.0338566161047449,54.757015742642,"maternal",7305,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,124,7667,2014.5,"misc",NA
2015,2016,"BLZ",8,NA,NA,0.0664939532383768,107.497984412792,"maternal",7442,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,125,7732,2015.5,"misc",NA
2016,2017,"BLZ",6,NA,NA,0.0526985915492958,84.5070422535211,"maternal",7100,TRUE,NA,"Country consultation [Belize], 2022",62343,NA,0,"country consultation [Belize], 2022. CRVS data provided for 2000-2021 (extracted for 2000-2020) during country consultation without total female deaths",NA,125,7795,2016.5,"misc",NA
2014,2015,"BWA",72,NA,NA,0.0317612368610511,151.6,"maternal",47478,TRUE,NA,"Statistics Botswana, 2022",62370,NA,0,"Statistics Botswana (2022). Botswana maternal mortality ratio 2020. Retrieved from https://www.statsbots.org.bw/sites/default/files/publications/Maternal%20Mortality%20Ratio%202020%20MMR%20Report.pdf",NA,2778,58201,2014.5,"misc",NA
2015,2016,"BWA",73,NA,NA,0.0295612011173184,127,"maternal",57480,TRUE,NA,"Statistics Botswana, 2022",62370,NA,0,"Statistics Botswana (2022). Botswana maternal mortality ratio 2020. Retrieved from https://www.statsbots.org.bw/sites/default/files/publications/Maternal%20Mortality%20Ratio%202020%20MMR%20Report.pdf",NA,2506,58331,2015.5,"misc",NA
2016,2017,"BWA",85,NA,NA,0.0413882513513514,156.6,"maternal",54267,TRUE,NA,"Statistics Botswana, 2022",62370,NA,0,"Statistics Botswana (2022). Botswana maternal mortality ratio 2020. Retrieved from https://www.statsbots.org.bw/sites/default/files/publications/Maternal%20Mortality%20Ratio%202020%20MMR%20Report.pdf",NA,2220,58673,2016.5,"misc",NA
2017,2018,"BWA",75,NA,NA,0.0431791836734694,143.2,"maternal",52358,TRUE,NA,"Statistics Botswana, 2022",62370,NA,0,"Statistics Botswana (2022). Botswana maternal mortality ratio 2020. Retrieved from https://www.statsbots.org.bw/sites/default/files/publications/Maternal%20Mortality%20Ratio%202020%20MMR%20Report.pdf",NA,1960,59100,2017.5,"misc",NA
2018,2019,"BWA",71,NA,NA,0.0456458239678899,133.7,"maternal",53115,TRUE,NA,"Statistics Botswana, 2022",62370,NA,0,"Statistics Botswana (2022). Botswana maternal mortality ratio 2020. Retrieved from https://www.statsbots.org.bw/sites/default/files/publications/Maternal%20Mortality%20Ratio%202020%20MMR%20Report.pdf",NA,1744,59541,2018.5,"misc",NA
2019,2020,"BWA",87,NA,NA,0.0632888479087453,166.3,"maternal",52304,TRUE,NA,"Statistics Botswana, 2022",62370,NA,0,"Statistics Botswana (2022). Botswana maternal mortality ratio 2020. Retrieved from https://www.statsbots.org.bw/sites/default/files/publications/Maternal%20Mortality%20Ratio%202020%20MMR%20Report.pdf",NA,1578,60054,2019.5,"misc",NA
2020,2021,"BWA",76,NA,NA,0.0608734633204633,130.5,"maternal",58244,TRUE,NA,"Statistics Botswana, 2022",62370,NA,0,"Statistics Botswana (2022). Botswana maternal mortality ratio 2020. Retrieved from https://www.statsbots.org.bw/sites/default/files/publications/Maternal%20Mortality%20Ratio%202020%20MMR%20Report.pdf",NA,1295,60407,2020.5,"misc",NA
2019,2020,"CYP",0,NA,NA,0.117879252336449,89,"maternal",NA,TRUE,NA,"Country consultation [Cyprus], 2022",62395,NA,0,"country consultation [Cyprus], 2022. data provided during country consultation for 2004-2020",NA,107,14172,2019.5,"misc",NA
2020,2021,"CYP",0,NA,NA,0.108825,108,"maternal",NA,TRUE,NA,"Country consultation [Cyprus], 2022",62395,NA,0,"country consultation [Cyprus], 2022. data provided during country consultation for 2004-2020",NA,144,14510,2020.5,"misc",NA
2019,2020,"LBN",16,NA,NA,0.0137827399014778,13.7,"maternal",116235,TRUE,NA,"Lebanon Ministry of Health, 2021",62390,NA,0,"Lebanon Ministry of Public Health. (2021). Vital Data Observatory Dashboard 2021. received during 2022 country consultation",NA,1015,102113,2019.5,"misc",NA
2020,2021,"LBN",18,NA,NA,0.0138829037478705,16.9,"maternal",103078,TRUE,NA,"Lebanon Ministry of Health, 2021",62390,NA,0,"Lebanon Ministry of Public Health. (2021). Vital Data Observatory Dashboard 2021. received during 2022 country consultation",NA,1174,96441,2020.5,"misc",NA
2021,2022,"LBN",45,NA,NA,0.0303364514363885,46.8,"maternal",96156,FALSE,"Duplicate study included","Lebanon Ministry of Health, 2021",62390,NA,0,"Lebanon Ministry of Public Health. (2021). Vital Data Observatory Dashboard 2021. received during 2022 country consultation",NA,1462,94769,2021.5,"misc",NA
2021,2022,"BWA",128,NA,NA,0.0747920367534456,240,"maternal",53326,NA,NA,"Statistics Botswana, 2023",NA,NA,NA,"Statistics Botswana 2023. Botswana maternal mortality ratio 2021. Retrieved from: https://www.statsbots.org.bw/sites/default/files/publications/Botswana%20Mortality%20Ratio%202021.pdf",NA,1959,61049,2021.5,"misc",NA
2018,2019,"LKA",105,NA,NA,0.0266057706535142,32,"maternal",328112,TRUE,NA,"MCMMS, 2018",NA,NA,NA,"Maternal & Child Morbidity & Mortality Surveillance Unit(2018), Family Health Bureau",NA,4055,337145,2018.5,"misc",NA
2019,2020,"LKA",93,NA,NA,0.0243354197407777,29.2,"maternal",319010,TRUE,NA,"MCMMS, 2019",NA,NA,NA,"Maternal & Child Morbidity & Mortality Surveillance Unit(2019), Family Health Bureau",NA,4012,334362,2019.5,"misc",NA
2020,2021,"LKA",89,NA,NA,0.0256576038994356,30.2,"maternal",301706,TRUE,NA,"MCMMS, 2020",NA,NA,NA,"Maternal & Child Morbidity & Mortality Surveillance Unit(2020), Family Health Bureau",NA,3898,331170,2020.5,"misc",NA
2021,2022,"LKA",134,NA,NA,0.03682987607245,47.04,"maternal",284848,TRUE,NA,"MCMMS, 2021",NA,NA,NA,"Maternal & Child Morbidity & Mortality Surveillance Unit(2021), Family Health Bureau",NA,4196,328525,2021.5,"misc",NA
2022,2023,"LKA",91,NA,NA,0.0291803036876356,33,"maternal",275321,TRUE,NA,"MMMSU, 2022",NA,NA,NA,"Analysis of Maternal
Deaths - 2022
Final Report, Family Health Bureau",NA,3688,326112,2022.5,"misc",NA
2021,2022,"USA",1205,NA,NA,0.0108384011347467,32.9,"maternal",3664292,FALSE,"Data included as CRVS","Hoyert et al, 2021",NA,NA,NA,"Hoyert DL. Maternal mortality rates in the United States, 2021, NCHS Health E-Stats 2023. DOI: https://dx.doi.org/10.15620/cdc:124678",NA,111743,3681202,2021.5,"misc",NA
2017,2018,"BGD",NA,NA,NA,0.0810199662947466,172,"maternal",NA,TRUE,NA,"RBSVS,2020",NA,NA,NA,"Report on Bangladesh Sample Vital Statistics 2020, Bangladesh Bureau of Statistics (BBS)",NA,68832,3242306,2017.5,"misc",NA
2018,2019,"BGD",NA,NA,NA,0.0828702011206575,169,"maternal",NA,TRUE,NA,"RBSVS,2020",NA,NA,NA,"Report on Bangladesh Sample Vital Statistics 2020, Bangladesh Bureau of Statistics (BBS)",NA,66925,3281709,2018.5,"misc",NA
2019,2020,"BGD",NA,NA,NA,0.0843887428747497,165,"maternal",NA,TRUE,NA,"RBSVS,2020",NA,NA,NA,"Report on Bangladesh Sample Vital Statistics 2020, Bangladesh Bureau of Statistics (BBS)",NA,64910,3319802,2019.5,"misc",NA
2020,2021,"BGD",NA,NA,NA,0.0960674719209069,163,"maternal",NA,TRUE,NA,"RBSVS,2020",NA,NA,NA,"Report on Bangladesh Sample Vital Statistics 2020, Bangladesh Bureau of Statistics (BBS)",NA,57249,3374090,2020.5,"misc",NA
2020,2021,"NAM",NA,NA,NA,0.0273047508912656,81.1,"maternal",NA,TRUE,NA,"MCDN, 2021",NA,NA,NA,"Mortality and Causes of Deaths in Nambia 2018-2021, Nambia Statistics agency",NA,2244,75551,2020.5,"misc",NA
2018,2020,"SLE",NA,NA,NA,0.195708919083042,510,"maternal",NA,FALSE,"Study not nationally representative","NRMS, 2020",NA,NA,NA,"Child, maternal, and adult mortality in Sierra Leone: nationally representative mortality survey 2018–20 Carshon-Marsh, Ronald et al. The Lancet Global Health, Volume 10, Issue 1, e114 - e123",NA,13174,505543,2019,"misc",NA
2018,2024,"SLE",333,NA,NA,NA,NA,"maternal",NA,FALSE,"PM could not be obtained","RCDSL, 2023",NA,NA,NA,"Report on Causes of Death in Sierra Leone 2018-2023, Healthy Sierra Leone (HEAL-SL): 2023.",NA,37599,1532511,2021,"misc",NA
2021,2022,"LBN",45,NA,NA,0.0305309158686731,47.1,"maternal",95520,TRUE,NA,"MDSR, 2023",NA,NA,NA,"2020-2022 Report, Maternal Death Surveillance and Response, Ministry of Public Health-Lebanon",NA,1462,94769,2021.5,"misc",NA
2022,2023,"LBN",18,NA,NA,0.0179558823529412,18.5,"maternal",97232,TRUE,NA,"MDSR, 2023",NA,NA,NA,"2020-2022 Report, Maternal Death Surveillance and Response, Ministry of Public Health-Lebanon",NA,969,94050,2022.5,"misc",NA
2015,2015.25,"DZA",83,NA,NA,0.0755369173330764,75.9,"maternal",109305,TRUE,NA,"Ministère de la Santé et de la Réforme Hospitalière. Couverture du système de notification des décès maternels. Algeria ; 2016.",NA,NA,NA,NA,NA,2594.75,258233.75,2015.125,"misc",NA
2022,2023,"USA",817,NA,NA,0.0091967551188722,22.3,"maternal",NA,TRUE,NA,"Health E-stats 2024",NA,NA,NA,"Maternal Mortality Rates in the United States, 2022, Health E-stats 2024, by Donna L. Hoyert",NA,90938,3750379,2022.5,"misc",NA
2017,2018,"ZAF",1175,NA,NA,0.0203832124777434,125.89,"maternal",NA,TRUE,NA,"NCCEMD, 2022",NA,NA,NA,"Saving morthers factsheet - National maternal mortality rate 2022; National Committee for Confidential Enquiries into Maternal Death; Department of Health; South Africa; 2022",NA,71327,1154876,2017.5,"misc",NA
2018,2019,"ZAF",1150,NA,NA,0.0199888481212227,117.69,"maternal",NA,TRUE,NA,"NCCEMD, 2022",NA,NA,NA,"Saving morthers factsheet - National maternal mortality rate 2022; National Committee for Confidential Enquiries into Maternal Death; Department of Health; South Africa; 2022",NA,68502,1163460,2018.5,"misc",NA
2019,2020,"ZAF",1022,NA,NA,0.0177701707074886,98.82,"maternal",NA,TRUE,NA,"NCCEMD, 2022",NA,NA,NA,"Saving morthers factsheet - National maternal mortality rate 2022; National Committee for Confidential Enquiries into Maternal Death; Department of Health; South Africa; 2022",NA,65259,1173511,2019.5,"misc",NA
2020,2021,"ZAF",1336,NA,NA,0.0220749236614086,126.06,"maternal",1035255,TRUE,NA,"NCCEMD, 2020",NA,NA,NA,"Saving morthersannual report for 2020; National Committee for Confidential Enquiries into Maternal Death; Department of Health; South Africa; 2020; https://www.health.gov.za/wp-content/uploads/2023/06/13-10-22-Saving-Mothers-Annual-Report-2020.pdf",NA,67515,1182285,2020.5,"misc",NA
2021,2022,"ZAF",1504,NA,NA,0.0226413058309787,148.1,"maternal",1015782,TRUE,NA,"NCCEMD, 2021",NA,NA,NA,"Saving morthers annual report- 2021; National Committee for Confidential Enquiries into Maternal Death; Department of Health; South Africa; 2021; https://www.health.gov.za/wp-content/uploads/2023/09/Saving-Mothers-Report-2021.pdf",NA,77860,1190312,2021.5,"misc",NA
2022,2023,"ZAF",1062,NA,NA,0.0204115486425162,109.6,"maternal",968128,TRUE,NA,"NCCEMD, 2022",NA,NA,NA,"Saving morthers factsheet - National maternal mortality rate 2022; National Committee for Confidential Enquiries into Maternal Death; Department of Health; South Africa; 2022",NA,63905,1190146,2022.5,"misc",NA
2022,2023,"BGR",7,NA,1635,0.00428134556574924,NA,"maternal",NA,TRUE,"Data included as CRVS","NSI, 2023",NA,NA,NA,"Maternal Mortality Bulgaria 2000-2023, National Statistical Institute. Country Consultation 2024.","Data from CC 2024",1722,64058,2022.5,"misc",NA
2023,2024,"BGR",5,NA,1419,0.00352360817477097,8.74171722293127,"maternal",57197,TRUE,"Data included as CRVS","NSI, 2023",NA,NA,NA,"Maternal Mortality Bulgaria 2000-2023, National Statistical Institute. Country Consultation 2024.","Data from CC 2024",1462,62645,2023.5,"misc",NA
1995,1996,"COK",0,NA,2,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,8,519,1995.5,"misc",NA
1996,1997,"COK",0,NA,7,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,8,502,1996.5,"misc",NA
1997,1998,"COK",0,NA,6,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,11,475,1997.5,"misc",NA
1998,1999,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,8,436,1998.5,"misc",NA
1999,2000,"COK",0,NA,0,NA,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,8,401,1999.5,"misc",NA
2000,2001,"COK",0,NA,6,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,8,371,2000.5,"misc",NA
2001,2002,"COK",0,NA,5,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,7,344,2001.5,"misc",NA
2002,2003,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,6,315,2002.5,"misc",NA
